절입시각,월,월지,절기,일수
1908-02-05 13:48,01,인,입춘,29.76805556
1908-03-06 08:14,02,묘,경칩,30.22638889
1908-04-05 13:40,03,진,청명,30.74861111
1908-05-06 07:38,04,사,입하,31.19513889
1908-06-06 12:19,05,오,망종,31.43680556
1908-07-07 22:48,06,미,소서,31.40208333
1908-08-08 08:27,07,신,입추,31.10069444
1908-09-08 10:52,08,유,백로,30.62430556
1908-10-09 01:51,09,술,한로,30.10486111
1908-11-08 04:22,10,해,입동,29.68194444
1908-12-07 20:44,11,자,대설,29.45347222
1909-01-06 07:37,12,축,소한,29.47777778
1909-02-04 19:05,01,인,입춘,29.76458333
1909-03-06 13:26,02,묘,경칩,30.23055556
1909-04-05 18:58,03,진,청명,30.75625
1909-05-06 13:07,04,사,입하,31.2
1909-06-06 17:55,05,오,망종,31.44097222
1909-07-08 04:30,06,미,소서,31.41041667
1909-08-08 14:21,07,신,입추,31.1125
1909-09-08 17:03,08,유,백로,30.63402778
1909-10-09 08:16,09,술,한로,30.10486111
1909-11-08 10:47,10,해,입동,29.67083333
1909-12-08 02:53,11,자,대설,29.44027778
1910-01-06 13:27,12,축,소한,29.47777778
1910-02-05 00:55,01,인,입춘,29.76388889
1910-03-06 19:15,02,묘,경칩,30.23055556
1910-04-06 00:47,03,진,청명,30.75555556
1910-05-06 18:55,04,사,입하,31.20069444
1910-06-06 23:44,05,오,망종,31.44027778
1910-07-08 10:18,06,미,소서,31.40972222
1910-08-08 20:08,07,신,입추,31.11388889
1910-09-08 22:52,08,유,백로,30.63402778
1910-10-09 14:05,09,술,한로,29.68819444
1910-11-08 06:36,10,해,입동,30.0875
1910-12-08 08:42,11,자,대설,29.44097222
1911-01-06 19:17,12,축,소한,29.47777778
1911-02-05 06:45,01,인,입춘,29.76388889
1911-03-07 01:05,02,묘,경칩,30.22986111
1911-04-06 06:36,03,진,청명,30.75555556
1911-05-07 00:44,04,사,입하,31.19930556
1911-06-07 05:31,05,오,망종,31.44097222
1911-07-08 16:06,06,미,소서,31.41041667
1911-08-09 01:57,07,신,입추,31.11319444
1911-09-09 04:40,08,유,백로,30.63541667
1911-10-09 19:55,09,술,한로,30.10486111
1911-11-08 22:26,10,해,입동,29.67083333
1911-12-08 14:32,11,자,대설,29.44027778
1912-01-07 01:06,12,축,소한,29.47777778
1912-02-05 12:34,01,인,입춘,29.76319444
1912-03-06 06:53,02,묘,경칩,30.23055556
1912-04-05 12:25,03,진,청명,30.75486111
1912-05-06 06:32,04,사,입하,31.2
1912-06-06 11:20,05,오,망종,31.43958333
1912-07-07 21:53,06,미,소서,31.41111111
1912-08-08 07:45,07,신,입추,31.11388889
1912-09-08 10:29,08,유,백로,30.63472222
1912-10-09 01:43,09,술,한로,30.10555556
1912-11-08 04:15,10,해,입동,29.67083333
1912-12-07 20:21,11,자,대설,29.44236111
1913-01-06 06:58,12,축,소한,29.48958333
1913-02-04 18:43,01,인,입춘,29.76805556
1913-03-06 13:09,02,묘,경칩,30.22708333
1913-04-05 18:36,03,진,청명,30.74930556
1913-05-06 12:35,04,사,입하,31.19375
1913-06-06 17:14,05,오,망종,31.43402778
1913-07-08 03:39,06,미,소서,31.40069444
1913-08-08 13:16,07,신,입추,31.10208333
1913-09-08 15:43,08,유,백로,30.62569444
1913-10-09 06:44,09,술,한로,30.10694444
1913-11-08 09:18,10,해,입동,29.68263889
1913-12-08 01:41,11,자,대설,29.45972222
1914-01-06 12:43,12,축,소한,29.49027778
1914-02-05 00:29,01,인,입춘,29.76875
1914-03-06 18:56,02,묘,경칩,30.22638889
1914-04-06 00:22,03,진,청명,30.74861111
1914-05-06 18:20,04,사,입하,31.19444444
1914-06-06 23:00,05,오,망종,31.43611111
1914-07-08 09:28,06,미,소서,31.40138889
1914-08-08 19:06,07,신,입추,31.10208333
1914-09-08 21:33,08,유,백로,30.62638889
1914-10-09 12:35,09,술,한로,30.10833333
1914-11-08 15:11,10,해,입동,29.68541667
1914-12-08 07:38,11,자,대설,29.46041667
1915-01-06 18:41,12,축,소한,29.48958333
1915-02-05 06:26,01,인,입춘,29.76527778
1915-03-07 00:48,02,묘,경칩,30.22291667
1915-04-06 06:09,03,진,청명,30.74583333
1915-05-07 00:03,04,사,입하,31.19236111
1915-06-07 04:40,05,오,망종,31.43611111
1915-07-08 15:08,06,미,소서,31.40277778
1915-08-09 00:48,07,신,입추,31.10416667
1915-09-09 03:18,08,유,백로,30.62708333
1915-10-09 18:21,09,술,한로,30.10902778
1915-11-08 20:58,10,해,입동,29.68472222
1915-12-08 13:24,11,자,대설,29.46111111
1916-01-07 00:28,12,축,소한,29.49097222
1916-02-05 12:15,01,인,입춘,29.76597222
1916-03-06 06:38,02,묘,경칩,30.22222222
1916-04-05 11:58,03,진,청명,30.74444444
1916-05-06 05:50,04,사,입하,31.19166667
1916-06-06 10:26,05,오,망종,31.43611111
1916-07-07 20:54,06,미,소서,31.40347222
1916-08-08 06:35,07,신,입추,31.10416667
1916-09-08 09:05,08,유,백로,30.62708333
1916-10-09 00:08,09,술,한로,30.10763889
1916-11-08 02:43,10,해,입동,29.68333333
1916-12-07 19:07,11,자,대설,29.46041667
1917-01-06 06:10,12,축,소한,29.49166667
1917-02-04 17:58,01,인,입춘,29.76875
1917-03-06 12:25,02,묘,경칩,30.22569444
1917-04-05 17:50,03,진,청명,30.74722222
1917-05-06 11:46,04,사,입하,31.19236111
1917-06-06 16:23,05,오,망종,31.43611111
1917-07-08 02:51,06,미,소서,31.40208333
1917-08-08 12:30,07,신,입추,31.10416667
1917-09-08 15:00,08,유,백로,30.62708333
1917-10-09 06:03,09,술,한로,30.10694444
1917-11-08 08:37,10,해,입동,29.68333333
1917-12-08 01:01,11,자,대설,29.46111111
1918-01-06 12:05,12,축,소한,29.49166667
1918-02-04 23:53,01,인,입춘,29.76944444
1918-03-06 18:21,02,묘,경칩,30.22569444
1918-04-05 23:46,03,진,청명,30.74444444
1918-05-06 17:38,04,사,입하,31.18958333
1918-06-06 22:11,05,오,망종,31.43125
1918-07-08 08:32,06,미,소서,31.4
1918-08-08 18:08,07,신,입추,31.10277778
1918-09-08 20:36,08,유,백로,30.62847222
1918-10-09 11:41,09,술,한로,30.10972222
1918-11-08 14:19,10,해,입동,29.68611111
1918-12-08 06:47,11,자,대설,29.46180556
1919-01-06 17:52,12,축,소한,29.49166667
1919-02-05 05:40,01,인,입춘,29.76805556
1919-03-07 00:06,02,묘,경칩,30.22430556
1919-04-06 05:29,03,진,청명,30.74513889
1919-05-06 23:22,04,사,입하,31.19097222
1919-06-07 03:57,05,오,망종,31.43333333
1919-07-08 14:21,06,미,소서,31.40069444
1919-08-08 23:58,07,신,입추,31.10416667
1919-09-09 02:28,08,유,백로,30.62916667
1919-10-09 17:34,09,술,한로,30.10972222
1919-11-08 20:12,10,해,입동,29.68472222
1919-12-08 12:38,11,자,대설,29.46041667
1920-01-06 23:41,12,축,소한,29.49027778
1920-02-05 11:27,01,인,입춘,29.76666667
1920-03-06 05:51,02,묘,경칩,30.225
1920-04-05 11:15,03,진,청명,30.74791667
1920-05-06 05:12,04,사,입하,31.19375
1920-06-06 09:51,05,오,망종,31.43611111
1920-07-07 20:19,06,미,소서,31.40208333
1920-08-08 05:58,07,신,입추,31.10347222
1920-09-08 08:27,08,유,백로,30.62708333
1920-10-08 23:30,09,술,한로,30.10763889
1920-11-08 02:05,10,해,입동,29.68472222
1920-12-07 18:31,11,자,대설,29.46041667
1921-01-06 05:34,12,축,소한,29.49097222
1921-02-04 17:21,01,인,입춘,29.76736111
1921-03-06 11:46,02,묘,경칩,30.22430556
1921-04-05 17:09,03,진,청명,30.74652778
1921-05-06 11:04,04,사,입하,31.19305556
1921-06-06 15:42,05,오,망종,31.43402778
1921-07-08 02:07,06,미,소서,31.40069444
1921-08-08 11:44,07,신,입추,31.10138889
1921-09-08 14:10,08,유,백로,30.62569444
1921-10-09 05:11,09,술,한로,30.10763889
1921-11-08 07:46,10,해,입동,29.68472222
1921-12-08 00:12,11,자,대설,29.46180556
1922-01-06 11:17,12,축,소한,29.49305556
1922-02-04 23:07,01,인,입춘,29.76875
1922-03-06 17:34,02,묘,경칩,30.225
1922-04-05 22:58,03,진,청명,30.74652778
1922-05-06 16:53,04,사,입하,31.19236111
1922-06-06 21:30,05,오,망종,31.43611111
1922-07-08 07:58,06,미,소서,31.40277778
1922-08-08 17:38,07,신,입추,31.10347222
1922-09-08 20:07,08,유,백로,30.62708333
1922-10-09 11:10,09,술,한로,30.10833333
1922-11-08 13:46,10,해,입동,29.68402778
1922-12-08 06:11,11,자,대설,29.46111111
1923-01-06 17:15,12,축,소한,29.49027778
1923-02-05 05:01,01,인,입춘,29.76666667
1923-03-06 23:25,02,묘,경칩,30.22291667
1923-04-06 04:46,03,진,청명,30.74513889
1923-05-06 22:39,04,사,입하,31.19166667
1923-06-07 03:15,05,오,망종,31.43541667
1923-07-08 13:42,06,미,소서,31.40486111
1923-08-08 23:25,07,신,입추,31.10625
1923-09-09 01:58,08,유,백로,30.62916667
1923-10-09 17:04,09,술,한로,30.10902778
1923-11-08 19:41,10,해,입동,29.68333333
1923-12-08 12:05,11,자,대설,29.45902778
1924-01-06 23:06,12,축,소한,29.48888889
1924-02-05 10:50,01,인,입춘,29.76597222
1924-03-06 05:13,02,묘,경칩,30.22222222
1924-04-05 10:33,03,진,청명,30.74513889
1924-05-06 04:26,04,사,입하,31.19166667
1924-06-06 09:02,05,오,망종,31.43611111
1924-07-07 19:30,06,미,소서,31.40486111
1924-08-08 05:13,07,신,입추,31.10625
1924-09-08 07:46,08,유,백로,30.62986111
1924-10-08 22:53,09,술,한로,30.10902778
1924-11-08 01:30,10,해,입동,29.68333333
1924-12-07 17:54,11,자,대설,29.45833333
1925-01-06 04:54,12,축,소한,29.48819444
1925-02-04 16:37,01,인,입춘,29.76597222
1925-03-06 11:00,02,묘,경칩,30.22430556
1925-04-05 16:23,03,진,청명,30.74652778
1925-05-06 10:18,04,사,입하,31.19375
1925-06-06 14:57,05,오,망종,31.43611111
1925-07-08 01:25,06,미,소서,31.40486111
1925-08-08 11:08,07,신,입추,31.10625
1925-09-08 13:41,08,유,백로,30.62986111
1925-10-09 04:48,09,술,한로,30.11041667
1925-11-08 07:27,10,해,입동,29.68472222
1925-12-07 23:53,11,자,대설,29.45972222
1926-01-06 10:55,12,축,소한,29.48888889
1926-02-04 22:39,01,인,입춘,29.76458333
1926-03-06 17:00,02,묘,경칩,30.22152778
1926-04-05 22:19,03,진,청명,30.74305556
1926-05-06 16:09,04,사,입하,31.18958333
1926-06-06 20:42,05,오,망종,31.43333333
1926-07-08 07:06,06,미,소서,31.40208333
1926-08-08 16:45,07,신,입추,31.10486111
1926-09-08 19:16,08,유,백로,30.63125
1926-10-09 10:25,09,술,한로,30.11319444
1926-11-08 13:08,10,해,입동,29.68819444
1926-12-08 05:39,11,자,대설,29.4625
1927-01-06 16:45,12,축,소한,29.49027778
1927-02-05 04:31,01,인,입춘,29.76388889
1927-03-06 22:51,02,묘,경칩,30.21875
1927-04-06 04:06,03,진,청명,30.74097222
1927-05-06 21:53,04,사,입하,31.18888889
1927-06-07 02:25,05,오,망종,31.43402778
1927-07-08 12:50,06,미,소서,31.40416667
1927-08-08 22:32,07,신,입추,31.10694444
1927-09-09 01:06,08,유,백로,30.63194444
1927-10-09 16:16,09,술,한로,30.11180556
1927-11-08 18:57,10,해,입동,29.6875
1927-12-08 11:27,11,자,대설,29.46180556
1928-01-06 22:32,12,축,소한,29.48958333
1928-02-05 10:17,01,인,입춘,29.76458333
1928-03-06 04:38,02,묘,경칩,30.22013889
1928-04-05 09:55,03,진,청명,30.74236111
1928-05-06 03:44,04,사,입하,31.19027778
1928-06-06 08:18,05,오,망종,31.43541667
1928-07-07 18:45,06,미,소서,31.40486111
1928-08-08 04:28,07,신,입추,31.10694444
1928-09-08 07:02,08,유,백로,30.63125
1928-10-08 22:11,09,술,한로,30.11041667
1928-11-08 00:50,10,해,입동,29.68611111
1928-12-07 17:18,11,자,대설,29.46180556
1929-01-06 04:23,12,축,소한,29.49027778
1929-02-04 16:09,01,인,입춘,29.76597222
1929-03-06 10:32,02,묘,경칩,30.22222222
1929-04-05 15:52,03,진,청명,30.74236111
1929-05-06 09:41,04,사,입하,31.1875
1929-06-06 14:11,05,오,망종,31.43125
1929-07-08 00:32,06,미,소서,31.40069444
1929-08-08 10:09,07,신,입추,31.10486111
1929-09-08 12:40,08,유,백로,30.63055556
1929-10-09 03:48,09,술,한로,30.11111111
1929-11-08 06:28,10,해,입동,29.68680556
1929-12-07 22:57,11,자,대설,29.4625
1930-01-06 10:03,12,축,소한,29.49236111
1930-02-04 21:52,01,인,입춘,29.76736111
1930-03-06 16:17,02,묘,경칩,30.22291667
1930-04-05 21:38,03,진,청명,30.74305556
1930-05-06 15:28,04,사,입하,31.1875
1930-06-06 19:58,05,오,망종,31.43194444
1930-07-08 06:20,06,미,소서,31.40138889
1930-08-08 15:58,07,신,입추,31.10486111
1930-09-08 18:29,08,유,백로,30.63125
1930-10-09 09:38,09,술,한로,30.11319444
1930-11-08 12:21,10,해,입동,29.6875
1930-12-08 04:51,11,자,대설,29.46180556
1931-01-06 15:56,12,축,소한,29.48958333
1931-02-05 03:41,01,인,입춘,29.76527778
1931-03-06 22:03,02,묘,경칩,30.22083333
1931-04-06 03:21,03,진,청명,30.74236111
1931-05-06 21:10,04,사,입하,31.18888889
1931-06-07 01:42,05,오,망종,31.43333333
1931-07-08 12:06,06,미,소서,31.40208333
1931-08-08 21:45,07,신,입추,31.10625
1931-09-09 00:18,08,유,백로,30.63125
1931-10-09 15:27,09,술,한로,30.11319444
1931-11-08 18:10,10,해,입동,29.68819444
1931-12-08 10:41,11,자,대설,29.46180556
1932-01-06 21:46,12,축,소한,29.48888889
1932-02-05 09:30,01,인,입춘,29.76388889
1932-03-06 03:50,02,묘,경칩,30.22013889
1932-04-05 09:07,03,진,청명,30.74166667
1932-05-06 02:55,04,사,입하,31.18958333
1932-06-06 07:28,05,오,망종,31.43402778
1932-07-07 17:53,06,미,소서,31.40208333
1932-08-08 03:32,07,신,입추,31.10486111
1932-09-08 06:03,08,유,백로,30.62986111
1932-10-08 21:10,09,술,한로,30.11111111
1932-11-07 23:50,10,해,입동,29.68680556
1932-12-07 16:19,11,자,대설,29.46180556
1933-01-06 03:24,12,축,소한,29.49027778
1933-02-04 15:10,01,인,입춘,29.76527778
1933-03-06 09:32,02,묘,경칩,30.22152778
1933-04-05 14:51,03,진,청명,30.74375
1933-05-06 08:42,04,사,입하,31.19166667
1933-06-06 13:18,05,오,망종,31.43541667
1933-07-07 23:45,06,미,소서,31.40347222
1933-08-08 09:26,07,신,입추,31.10555556
1933-09-08 11:58,08,유,백로,30.62916667
1933-10-09 03:04,09,술,한로,30.11111111
1933-11-08 05:44,10,해,입동,29.68611111
1933-12-07 22:12,11,자,대설,29.46180556
1934-01-06 09:17,12,축,소한,29.49097222
1934-02-04 21:04,01,인,입춘,29.76597222
1934-03-06 15:27,02,묘,경칩,30.22013889
1934-04-05 20:44,03,진,청명,30.74097222
1934-05-06 14:31,04,사,입하,31.18819444
1934-06-06 19:02,05,오,망종,31.43263889
1934-07-08 05:25,06,미,소서,31.40208333
1934-08-08 15:04,07,신,입추,31.10625
1934-09-08 17:37,08,유,백로,30.63125
1934-10-09 08:46,09,술,한로,30.11180556
1934-11-08 11:27,10,해,입동,29.6875
1934-12-08 03:57,11,자,대설,29.4625
1935-01-06 15:03,12,축,소한,29.49027778
1935-02-05 02:49,01,인,입춘,29.76527778
1935-03-06 21:11,02,묘,경칩,30.21944444
1935-04-06 02:27,03,진,청명,30.73958333
1935-05-06 20:12,04,사,입하,31.1875
1935-06-07 00:42,05,오,망종,31.43333333
1935-07-08 11:06,06,미,소서,31.40416667
1935-08-08 20:48,07,신,입추,31.10902778
1935-09-08 23:25,08,유,백로,30.63263889
1935-10-09 14:36,09,술,한로,30.1125
1935-11-08 17:18,10,해,입동,29.68541667
1935-12-08 09:45,11,자,대설,29.45972222
1936-01-06 20:47,12,축,소한,29.48819444
1936-02-05 08:30,01,인,입춘,29.76319444
1936-03-06 02:49,02,묘,경칩,30.22083333
1936-04-05 08:07,03,진,청명,30.74305556
1936-05-06 01:57,04,사,입하,31.19027778
1936-06-06 06:31,05,오,망종,31.43611111
1936-07-07 16:59,06,미,소서,31.40625
1936-08-08 02:44,07,신,입추,31.10902778
1936-09-08 05:21,08,유,백로,30.63333333
1936-10-08 20:33,09,술,한로,30.1125
1936-11-07 23:15,10,해,입동,29.68611111
1936-12-07 15:43,11,자,대설,29.45902778
1937-01-06 02:44,12,축,소한,29.4875
1937-02-04 14:26,01,인,입춘,29.7625
1937-03-06 08:44,02,묘,경칩,30.22013889
1937-04-05 14:01,03,진,청명,30.74305556
1937-05-06 07:51,04,사,입하,31.18888889
1937-06-06 12:23,05,오,망종,31.43263889
1937-07-07 22:46,06,미,소서,31.40208333
1937-08-08 08:25,07,신,입추,31.10694444
1937-09-08 10:59,08,유,백로,30.63333333
1937-10-09 02:11,09,술,한로,30.11388889
1937-11-08 04:55,10,해,입동,29.68819444
1937-12-07 21:26,11,자,대설,29.46180556
1938-01-06 08:31,12,축,소한,29.48888889
1938-02-04 20:15,01,인,입춘,29.76319444
1938-03-06 14:34,02,묘,경칩,30.21875
1938-04-05 19:49,03,진,청명,30.74027778
1938-05-06 13:35,04,사,입하,31.18888889
1938-06-06 18:07,05,오,망종,31.43333333
1938-07-08 04:31,06,미,소서,31.40416667
1938-08-08 14:13,07,신,입추,31.10763889
1938-09-08 16:48,08,유,백로,30.63402778
1938-10-09 08:01,09,술,한로,30.11597222
1938-11-08 10:48,10,해,입동,29.69027778
1938-12-08 03:22,11,자,대설,29.4625
1939-01-06 14:28,12,축,소한,29.4875
1939-02-05 02:10,01,인,입춘,29.76111111
1939-03-06 20:26,02,묘,경칩,30.21597222
1939-04-06 01:37,03,진,청명,30.73888889
1939-05-06 19:21,04,사,입하,31.18819444
1939-06-06 23:52,05,오,망종,31.43472222
1939-07-08 10:18,06,미,소서,31.40694444
1939-08-08 20:04,07,신,입추,31.10972222
1939-09-08 22:42,08,유,백로,30.63541667
1939-10-09 13:57,09,술,한로,30.11597222
1939-11-08 16:44,10,해,입동,29.68958333
1939-12-08 09:17,11,자,대설,29.46319444
1940-01-06 20:24,12,축,소한,29.48888889
1940-02-05 08:08,01,인,입춘,29.76111111
1940-03-06 02:24,02,묘,경칩,30.21597222
1940-04-05 07:35,03,진,청명,30.73680556
1940-05-06 01:16,04,사,입하,31.18611111
1940-06-06 05:44,05,오,망종,31.43333333
1940-07-07 16:08,06,미,소서,31.40555556
1940-08-08 01:52,07,신,입추,31.10902778
1940-09-08 04:29,08,유,백로,30.63402778
1940-10-08 19:42,09,술,한로,30.11458333
1940-11-07 22:27,10,해,입동,29.68819444
1940-12-07 14:58,11,자,대설,29.4625
1941-01-06 02:04,12,축,소한,29.49027778
1941-02-04 13:50,01,인,입춘,29.76388889
1941-03-06 08:10,02,묘,경칩,30.21875
1941-04-05 13:25,03,진,청명,30.73958333
1941-05-06 07:10,04,사,입하,31.18680556
1941-06-06 11:39,05,오,망종,31.43333333
1941-07-07 22:03,06,미,소서,31.40486111
1941-08-08 07:46,07,신,입추,31.10972222
1941-09-08 10:24,08,유,백로,30.63472222
1941-10-09 01:38,09,술,한로,30.11527778
1941-11-08 04:24,10,해,입동,29.68888889
1941-12-07 20:56,11,자,대설,29.4625
1942-01-06 08:02,12,축,소한,29.49097222
1942-02-04 19:49,01,인,입춘,29.76388889
1942-03-06 14:09,02,묘,경칩,30.21875
1942-04-05 19:24,03,진,청명,30.73819444
1942-05-06 13:07,04,사,입하,31.18472222
1942-06-06 17:33,05,오,망종,31.42986111
1942-07-08 03:52,06,미,소서,31.40138889
1942-08-08 13:30,07,신,입추,31.10833333
1942-09-08 16:06,08,유,백로,30.63611111
1942-10-09 07:22,09,술,한로,30.11736111
1942-11-08 10:11,10,해,입동,29.69166667
1942-12-08 02:47,11,자,대설,29.46388889
1943-01-06 13:55,12,축,소한,29.48958333
1943-02-05 01:40,01,인,입춘,29.76319444
1943-03-06 19:59,02,묘,경칩,30.21666667
1943-04-06 01:11,03,진,청명,30.7375
1943-05-06 18:53,04,사,입하,31.18472222
1943-06-06 23:19,05,오,망종,31.43055556
1943-07-08 09:39,06,미,소서,31.40277778
1943-08-08 19:19,07,신,입추,31.10833333
1943-09-08 21:55,08,유,백로,30.63611111
1943-10-09 13:11,09,술,한로,30.11666667
1943-11-08 15:59,10,해,입동,29.69027778
1943-12-08 08:33,11,자,대설,29.4625
1944-01-06 19:39,12,축,소한,29.48888889
1944-02-05 07:23,01,인,입춘,29.76180556
1944-03-06 01:40,02,묘,경칩,30.21805556
1944-04-05 06:54,03,진,청명,30.74027778
1944-05-06 00:40,04,사,입하,31.18819444
1944-06-06 05:11,05,오,망종,31.43402778
1944-07-07 15:36,06,미,소서,31.40486111
1944-08-08 01:19,07,신,입추,31.10902778
1944-09-08 03:56,08,유,백로,30.63402778
1944-10-08 19:09,09,술,한로,30.11527778
1944-11-07 21:55,10,해,입동,29.68958333
1944-12-07 14:28,11,자,대설,29.4625
1945-01-06 01:34,12,축,소한,29.48958333
1945-02-04 13:19,01,인,입춘,29.76319444
1945-03-06 07:38,02,묘,경칩,30.21805556
1945-04-05 12:52,03,진,청명,30.73958333
1945-05-06 06:37,04,사,입하,31.18611111
1945-06-06 11:05,05,오,망종,31.43194444
1945-07-07 21:27,06,미,소서,31.40138889
1945-08-08 07:05,07,신,입추,31.10625
1945-09-08 09:38,08,유,백로,30.63263889
1945-10-09 00:49,09,술,한로,30.11458333
1945-11-08 03:34,10,해,입동,29.69027778
1945-12-07 20:08,11,자,대설,29.46388889
1946-01-06 07:16,12,축,소한,29.49166667
1946-02-04 19:04,01,인,입춘,29.76458333
1946-03-06 13:25,02,묘,경칩,30.21805556
1946-04-05 18:39,03,진,청명,30.73819444
